ID,GENDER,EDUCATION,INCOME,CREDIT_SCORE,VEHICLE_OWNERSHIP,VEHICLE_YEAR,MARRIED,CHILDREN,POSTAL_CODE,ANNUAL_MILEAGE,VEHICLE_TYPE,SPEEDING_VIOLATIONS,PAST_ACCIDENTS,AGE,DRIVING_EXPERIENCE,OUTCOME
1457,female,university,upper class,0.545443745,1,before 2015,0,0,10238,11000,sedan,1,2,48,20,0
1458,female,none,middle class,0.492410396,1,before 2015,0,1,10238,12000,sedan,1,1,50,22,0
1459,male,university,upper class,0.662263092,0,after 2015,1,1,92101,10000,sedan,0,0,58,7,0
1460,female,none,working class,0.586952122,1,before 2015,1,1,32765,8000,sedan,2,1,27,12,0
1461,female,none,poverty,0.343943369,1,before 2015,0,1,10238,16000,sedan,0,0,24,0,0
1462,male,university,upper class,0.470909943,1,before 2015,1,1,10238,13000,sedan,4,4,76,40,0
1463,female,university,upper class,0.562638406,1,after 2015,0,1,10238,13000,sedan,2,0,46,26,0
1464,male,high school,upper class,0.579892608,1,after 2015,1,1,10238,10000,sedan,7,4,60,29,0
1465,female,high school,upper class,0.55409927,1,after 2015,1,1,10238,10000,sedan,2,2,61,12,0
1466,male,high school,upper class,0.492318609,1,before 2015,1,1,10238,10000,sedan,0,0,36,6,0
1467,male,university,upper class,0.603204695,1,before 2015,1,1,10238,8000,sedan,1,1,63,26,0
1468,female,university,upper class,0.676649601,1,before 2015,0,1,10238,14000,sedan,0,0,33,15,0
1469,female,high school,poverty,0.348607717,0,before 2015,0,0,10238,18000,sedan,0,0,17,3,1
1470,female,university,middle class,0.527031956,0,before 2015,0,1,92101,12000,sedan,0,0,55,7,1
1471,female,high school,poverty,0.583820765,0,before 2015,1,1,10238,11000,sedan,1,0,34,12,0
1472,male,high school,middle class,0.449628367,0,before 2015,1,0,10238,12000,sedan,0,0,63,6,1
1473,female,high school,middle class,0.503164163,1,before 2015,1,1,10238,9000,sedan,0,0,34,0,1
1474,female,high school,upper class,0.779167955,1,before 2015,0,1,32765,14000,sedan,1,0,42,27,0
1475,male,none,upper class,0.62680272,1,before 2015,1,1,10238,7000,sedan,5,4,78,40,0
1476,female,high school,middle class,0.523094574,1,after 2015,1,1,10238,12000,sedan,2,1,59,26,0
1477,male,university,upper class,0.609916556,1,before 2015,0,1,32765,12000,sedan,5,1,29,18,0
1478,male,university,upper class,0.482593712,1,after 2015,1,1,10238,11000,sedan,0,0,56,14,0
1479,female,high school,working class,0.532661328,1,before 2015,1,1,10238,11000,sedan,0,0,53,17,0
1480,female,high school,middle class,0.560407846,1,after 2015,1,1,10238,10000,sedan,0,0,66,19,0
1481,female,high school,middle class,0.46370106,1,after 2015,0,0,10238,16000,sedan,0,0,36,10,0
1482,female,university,middle class,0.423147487,0,after 2015,1,1,32765,10000,sedan,7,1,70,35,0
1483,female,high school,middle class,0.600231266,1,after 2015,1,1,32765,7000,sedan,0,0,18,9,0
1484,male,university,upper class,0.557169714,1,after 2015,1,1,10238,11000,sedan,0,0,43,11,0
1485,female,none,working class,0.35633053,1,before 2015,0,1,10238,10000,sedan,1,6,41,27,0
1486,female,high school,middle class,0.557529637,1,before 2015,1,1,10238,11000,sedan,1,2,78,24,0
1487,female,none,poverty,0.273577534,0,before 2015,1,1,10238,10000,sedan,0,0,22,9,1
1488,male,high school,middle class,0.458433271,1,before 2015,0,1,10238,13000,sedan,1,2,63,28,0
1489,male,high school,middle class,0.477971293,0,before 2015,0,0,10238,14000,sedan,0,0,20,1,1
1490,female,none,poverty,0.350555716,0,before 2015,1,0,10238,14000,sedan,0,0,21,5,1
1491,female,none,middle class,0.368039219,0,before 2015,1,1,10238,13000,sedan,0,2,56,26,0
1492,male,university,working class,0.509842695,1,before 2015,0,0,10238,19000,sports car,0,0,25,0,1
1493,female,university,upper class,0.604676459,1,before 2015,0,0,10238,12000,sedan,0,0,63,28,0
1494,female,university,upper class,0.652740568,1,after 2015,1,0,32765,9000,sedan,6,0,76,32,0
1495,male,university,upper class,0.513025664,0,before 2015,1,1,10238,11000,sedan,0,0,58,3,1
1496,female,high school,middle class,0.453573258,1,after 2015,1,1,10238,9000,sedan,1,2,33,18,0
1497,female,high school,upper class,0.613152782,1,before 2015,1,1,32765,10000,sedan,1,1,70,30,0
1498,male,none,poverty,0.336417011,1,before 2015,0,0,32765,16000,sedan,1,1,26,11,1
1499,female,university,upper class,0.684894007,1,before 2015,0,1,10238,12000,sedan,0,0,77,3,1
1500,male,high school,middle class,0.512608117,1,before 2015,1,1,92101,9000,sedan,0,0,33,7,1
1501,female,none,middle class,0.651457245,1,after 2015,1,1,32765,8000,sedan,6,3,48,29,0
1502,male,university,working class,0.38813198,0,after 2015,0,1,32765,15000,sedan,0,0,35,2,1
1503,male,high school,upper class,0.670471257,1,after 2015,1,1,32765,8000,sedan,9,2,79,30,0
1504,male,high school,middle class,0.441226321,1,before 2015,1,1,10238,10000,sedan,0,0,35,7,1
1505,male,university,poverty,0.434943423,1,before 2015,0,0,10238,16000,sedan,0,3,29,14,0
1506,male,university,middle class,0.439352824,0,after 2015,1,1,10238,8000,sedan,0,0,36,4,1
1507,female,none,working class,0.502938255,0,before 2015,1,0,10238,15000,sedan,1,2,70,32,0
1508,female,none,poverty,0.24196781,1,before 2015,0,1,32765,13000,sedan,1,0,51,28,0
1509,female,university,upper class,0.600084279,0,before 2015,1,1,10238,13000,sports car,1,1,57,17,0
1510,male,university,upper class,0.561860679,1,before 2015,0,1,10238,14000,sedan,1,1,56,27,0
1511,male,university,middle class,0.410753473,1,after 2015,0,0,32765,11000,sedan,1,1,59,14,0
1512,female,none,poverty,0.252551296,0,before 2015,0,0,10238,13000,sedan,3,2,40,24,0
1513,female,none,middle class,0.536232105,1,before 2015,0,1,10238,13000,sedan,1,0,35,18,0
1514,male,university,upper class,0.613258644,1,before 2015,1,0,10238,11000,sedan,0,0,24,0,1
1515,female,university,middle class,0.476429821,0,before 2015,0,1,10238,15000,sedan,0,0,35,16,0
1516,female,high school,middle class,0.610804733,1,before 2015,1,1,10238,10000,sedan,0,2,26,19,0
1517,male,university,middle class,0.323948793,1,before 2015,0,1,10238,13000,sedan,2,2,33,13,0
1518,female,high school,middle class,0.625152452,0,after 2015,1,1,10238,9000,sedan,5,0,31,16,0
1519,female,none,middle class,0.742441704,1,before 2015,0,1,10238,14000,sedan,2,2,44,28,0
1520,female,high school,upper class,0.564530073,1,before 2015,1,1,10238,12000,sedan,1,6,69,33,0
1521,female,university,middle class,0.569093674,0,before 2015,0,0,10238,13000,sedan,0,0,16,9,1
1522,female,high school,working class,0.494809388,0,before 2015,0,0,10238,16000,sedan,0,0,20,9,1
1523,female,high school,middle class,0.461447565,1,after 2015,1,1,10238,13000,sedan,2,2,67,29,0
1524,male,university,upper class,0.638329881,1,before 2015,1,1,10238,10000,sedan,0,0,59,5,0
1525,male,university,upper class,0.826054026,1,after 2015,1,1,10238,7000,sedan,0,6,61,11,0
1526,female,none,poverty,0.290850426,1,before 2015,1,1,10238,12000,sedan,0,0,21,9,1
1527,male,high school,upper class,0.561142536,1,before 2015,1,1,10238,8000,sedan,3,3,80,28,0
1528,female,none,poverty,0.369846035,0,before 2015,0,0,10238,14000,sedan,0,0,21,1,1
1529,male,high school,poverty,0.398398694,0,before 2015,1,1,10238,11000,sedan,1,1,32,13,0
1530,male,university,working class,0.419161597,1,after 2015,1,0,10238,10000,sedan,0,0,38,8,0
1531,female,high school,upper class,0.701550421,1,after 2015,1,1,10238,10000,sedan,1,0,62,29,0
1532,female,high school,middle class,0.59430327,1,before 2015,1,1,10238,8000,sedan,0,1,33,14,0
1533,male,university,upper class,0.473162692,0,after 2015,1,1,10238,11000,sedan,2,1,61,16,1
1534,male,none,poverty,0.227051831,0,before 2015,1,1,10238,8000,sedan,1,0,26,14,1
1535,male,university,upper class,0.624232932,1,before 2015,1,1,10238,8000,sedan,1,3,69,32,0
1536,male,high school,middle class,0.467170878,1,before 2015,0,0,10238,15000,sedan,1,2,28,10,0
1537,male,high school,middle class,0.593213001,1,before 2015,1,1,32765,9000,sedan,0,0,38,6,1
1538,male,university,poverty,0.217981843,1,after 2015,0,0,10238,18000,sedan,0,0,25,7,0
1539,female,university,middle class,0.567587466,1,before 2015,1,1,10238,8000,sedan,0,0,47,6,0
1540,female,none,poverty,0.192627925,0,before 2015,1,1,32765,8000,sedan,0,0,16,8,1
1541,female,high school,upper class,0.495628393,0,after 2015,1,0,10238,11000,sedan,2,0,49,28,0
1542,female,university,upper class,0.782808644,1,after 2015,1,1,10238,8000,sedan,4,2,60,29,0
1543,female,university,upper class,0.611701818,0,before 2015,1,0,32765,9000,sedan,5,1,44,25,0
1544,male,none,working class,0.397924048,1,after 2015,0,1,10238,12000,sedan,0,0,18,3,0
1545,female,university,upper class,0.715833387,1,after 2015,1,1,10238,9000,sedan,0,1,27,12,0
1546,female,high school,middle class,0.424541022,1,before 2015,0,1,10238,11000,sports car,0,0,37,18,0
1547,female,university,middle class,0.562999248,0,before 2015,1,1,21217,10000,sedan,0,0,26,2,1
1548,female,high school,middle class,0.499490215,0,before 2015,0,0,32765,14000,sedan,2,0,33,16,1
1549,male,none,poverty,0.439451416,0,after 2015,0,0,32765,14000,sports car,0,0,38,14,1
1550,male,high school,working class,0.432870901,1,before 2015,0,0,92101,13000,sedan,0,0,30,11,1
1551,male,university,upper class,0.741295142,1,before 2015,1,1,10238,8000,sedan,0,4,53,28,0
1552,male,university,upper class,0.62215021,1,after 2015,1,1,10238,12000,sedan,1,4,59,21,0
1553,male,high school,middle class,0.583931456,1,after 2015,0,1,32765,11000,sedan,3,1,66,16,0
1554,female,university,middle class,0.593854328,0,after 2015,0,1,10238,11000,sports car,0,0,32,17,0
1555,male,high school,upper class,0.594458516,1,before 2015,1,0,10238,14000,sedan,4,4,68,33,0
1556,female,high school,poverty,0.234468086,0,before 2015,0,0,32765,10000,sedan,0,0,18,2,1
1557,female,high school,middle class,0.33960405,1,before 2015,1,1,32765,7000,sedan,0,0,50,7,1
1558,female,university,upper class,0.315091374,1,before 2015,1,1,32765,8000,sedan,0,1,61,26,0
1559,male,university,upper class,0.487634178,1,after 2015,1,1,10238,7000,sedan,5,5,75,37,0
1560,female,high school,poverty,0.371904416,0,before 2015,0,0,10238,16000,sedan,0,0,25,3,1
1561,male,university,upper class,0.57777053,1,after 2015,1,1,10238,12000,sedan,5,5,65,36,0
1562,male,university,upper class,0.582067421,1,before 2015,1,1,10238,12000,sedan,3,4,58,20,0
1563,male,high school,upper class,0.714604105,1,before 2015,0,1,32765,10000,sedan,2,3,51,24,0
1564,male,high school,poverty,0.318905238,1,before 2015,0,0,10238,17000,sedan,0,0,24,0,1
1565,female,none,poverty,0.36414817,1,before 2015,0,0,32765,15000,sedan,0,0,28,11,0
1566,male,university,upper class,0.543007443,1,after 2015,0,1,10238,15000,sedan,1,1,30,17,0
1567,male,university,upper class,0.67483747,1,before 2015,1,1,21217,13000,sedan,1,0,28,11,1
1568,female,university,middle class,0.387556944,0,after 2015,0,1,32765,12000,sedan,2,1,62,21,0
1569,female,high school,upper class,0.622213415,1,before 2015,1,0,10238,11000,sedan,5,3,46,23,0
1570,female,high school,working class,0.56445489,0,after 2015,0,1,10238,9000,sedan,1,0,62,14,0
1571,female,high school,upper class,0.646984329,1,before 2015,0,1,10238,14000,sedan,4,0,59,26,0
1572,male,none,poverty,0.294797481,1,before 2015,1,0,10238,15000,sedan,0,1,28,13,0
1573,female,high school,middle class,0.559001794,1,before 2015,0,0,10238,17000,sedan,0,0,37,0,0
1574,female,high school,upper class,0.441929964,1,before 2015,1,1,10238,10000,sedan,0,0,80,16,0
1575,female,none,poverty,0.329359335,0,before 2015,0,1,32765,13000,sedan,0,0,24,9,1
1576,female,high school,working class,0.599267358,0,after 2015,0,1,10238,16000,sedan,0,0,34,3,1
1577,female,none,poverty,0.383161634,0,before 2015,0,0,32765,11000,sedan,0,0,22,8,0
1578,female,high school,poverty,0.397513935,0,before 2015,1,0,10238,13000,sedan,0,0,25,9,1
1579,female,high school,working class,0.373208813,1,before 2015,0,1,10238,15000,sedan,0,0,18,7,0
1580,female,high school,upper class,0.570498625,1,before 2015,0,0,10238,13000,sedan,0,0,57,10,0
1581,male,none,poverty,0.28599761,0,before 2015,0,1,10238,12000,sedan,0,0,22,4,1
1582,male,university,upper class,0.652873084,0,before 2015,1,1,10238,12000,sedan,0,2,78,19,1
1583,female,university,upper class,0.583488556,0,before 2015,1,1,32765,6000,sedan,10,0,65,35,0
1584,male,none,poverty,0.414329949,1,before 2015,0,1,10238,15000,sedan,0,0,21,4,1
1585,female,university,upper class,0.57206869,0,before 2015,0,0,10238,15000,sedan,3,2,57,26,0
1586,male,high school,middle class,0.410985129,0,before 2015,1,0,10238,15000,sedan,3,1,58,24,0
1587,female,university,upper class,0.854537816,1,after 2015,1,1,10238,9000,sedan,2,0,41,21,0
1588,female,none,middle class,0.516248323,1,before 2015,1,0,10238,15000,sedan,0,1,62,12,1
1589,female,high school,upper class,0.783730686,0,before 2015,1,1,10238,8000,sedan,0,0,73,32,0
1590,female,high school,working class,0.410917506,1,before 2015,1,1,10238,10000,sedan,0,0,57,20,0
1591,male,university,middle class,0.57110469,1,before 2015,1,0,10238,13000,sedan,4,2,38,13,0
1592,male,high school,working class,0.275527202,0,before 2015,1,1,10238,10000,sedan,2,4,31,14,1
1593,female,high school,upper class,0.579613605,1,before 2015,1,1,32765,8000,sedan,4,1,42,26,0
1594,male,university,middle class,0.533807397,1,before 2015,0,0,32765,14000,sedan,1,2,38,11,1
1595,male,none,poverty,0.489406502,1,before 2015,0,0,10238,17000,sedan,0,0,25,0,1
1596,male,university,upper class,0.600227476,0,after 2015,0,0,32765,9000,sedan,2,1,36,15,1
1597,male,university,upper class,0.765285709,0,after 2015,1,1,10238,10000,sedan,2,1,80,14,0
1598,female,high school,middle class,0.499862681,1,before 2015,0,1,10238,14000,sedan,0,0,22,6,0
1599,male,high school,poverty,0.304256243,1,before 2015,0,1,92101,14000,sedan,0,0,19,9,1
1600,female,university,working class,0.48489898,0,before 2015,0,1,92101,11000,sedan,1,0,26,14,1
1601,male,none,middle class,0.554395002,0,after 2015,0,0,10238,16000,sedan,0,4,63,29,0
1602,male,university,upper class,0.620769927,0,before 2015,1,1,10238,8000,sedan,2,2,26,16,1
1603,female,university,poverty,0.418699711,0,before 2015,0,0,10238,16000,sedan,0,0,39,14,1
1604,female,none,poverty,0.416212767,1,before 2015,0,1,10238,12000,sedan,0,0,16,0,0
1605,female,university,upper class,0.611290601,1,after 2015,1,0,10238,15000,sedan,1,3,42,24,0
1606,male,high school,middle class,0.515748082,1,after 2015,1,1,10238,11000,sedan,1,2,32,13,0
1607,female,high school,middle class,0.555932752,1,before 2015,1,1,32765,12000,sedan,0,0,19,4,1
1608,female,none,working class,0.510382825,0,before 2015,1,1,10238,8000,sedan,1,0,38,16,0
1609,female,high school,middle class,0.590549785,1,before 2015,0,1,10238,13000,sedan,0,0,51,5,0
1610,male,high school,poverty,0.439831325,0,after 2015,0,1,10238,16000,sedan,0,0,16,4,1
1611,female,high school,middle class,0.622012219,1,before 2015,0,0,10238,15000,sedan,2,0,50,28,0
1612,female,university,upper class,0.641515478,1,after 2015,0,1,10238,11000,sedan,0,0,80,4,0
1613,female,university,middle class,0.614735949,1,before 2015,0,1,10238,15000,sedan,0,0,16,7,1
1614,female,high school,working class,0.323671309,0,before 2015,0,1,10238,14000,sedan,2,1,56,21,0
1615,female,high school,upper class,0.570407178,1,after 2015,1,1,10238,11000,sedan,2,3,69,39,0
1616,male,university,upper class,0.606658953,1,before 2015,1,1,92101,12000,sports car,1,0,76,15,1
1617,female,university,upper class,0.625847911,1,after 2015,0,1,10238,11000,sedan,0,5,47,21,0
1618,male,university,upper class,0.544443165,1,before 2015,1,1,10238,12000,sedan,2,4,73,31,0
1619,female,university,working class,0.404865447,1,before 2015,0,0,10238,16000,sedan,0,0,34,19,1
1620,female,high school,poverty,0.293770775,1,before 2015,0,0,10238,17000,sedan,0,0,25,7,0
1621,male,high school,upper class,0.521384839,1,after 2015,1,1,92101,9000,sedan,2,0,31,10,1
1622,male,none,poverty,0.196126704,0,before 2015,1,1,10238,10000,sedan,2,1,39,13,0
1623,male,university,middle class,0.532574352,1,before 2015,1,1,10238,13000,sedan,1,2,30,11,0
1624,male,university,working class,0.449419537,1,before 2015,1,0,10238,15000,sedan,1,1,36,11,1
1625,female,none,working class,0.364413866,0,before 2015,1,1,10238,7000,sedan,0,1,62,29,0
1626,male,high school,poverty,0.209207438,0,before 2015,0,1,10238,12000,sedan,0,0,16,5,1
1627,male,university,working class,0.501506352,0,before 2015,0,0,10238,13000,sports car,0,0,20,2,1
1628,female,high school,poverty,0.288798848,0,before 2015,0,0,10238,16000,sedan,0,0,25,1,1
1629,female,university,middle class,0.636389702,0,after 2015,0,1,10238,14000,sedan,2,1,36,15,0
1630,male,high school,working class,0.347931581,0,before 2015,1,1,10238,12000,sedan,5,5,71,32,0
1631,male,university,upper class,0.558909626,1,after 2015,1,1,10238,12000,sedan,3,2,35,15,0
1632,female,high school,upper class,0.704866021,1,before 2015,1,1,32765,10000,sedan,3,1,79,34,0
1633,female,high school,poverty,0.414461867,0,before 2015,1,1,10238,10000,sedan,3,1,27,11,0
1634,female,high school,middle class,0.584410231,1,before 2015,1,1,10238,14000,sedan,0,0,16,9,1
1635,male,university,middle class,0.463452485,0,after 2015,0,0,10238,15000,sedan,1,0,29,14,0
1636,female,high school,middle class,0.572064887,1,before 2015,1,1,10238,12000,sedan,1,3,54,29,0
1637,male,high school,working class,0.431700412,0,before 2015,0,1,10238,10000,sedan,0,0,56,9,1
1638,female,university,poverty,0.393455742,1,before 2015,0,0,32765,16000,sedan,0,0,19,4,0
1639,male,high school,working class,0.394207728,0,before 2015,1,1,21217,8000,sedan,4,5,49,29,1
1640,female,high school,upper class,0.623879058,1,after 2015,1,1,10238,16000,sedan,0,0,39,7,0
1641,male,university,middle class,0.690224417,1,before 2015,0,0,10238,14000,sedan,0,1,46,22,0
1642,female,university,middle class,0.584934164,0,before 2015,1,1,32765,7000,sedan,1,0,49,26,0
1643,female,university,upper class,0.518888256,1,after 2015,1,1,10238,9000,sedan,0,1,39,14,0
1644,female,university,upper class,0.618285601,1,before 2015,1,1,32765,10000,sedan,3,0,53,12,0
1645,female,high school,working class,0.532907018,1,before 2015,0,0,10238,15000,sedan,0,0,19,7,1
1646,male,high school,poverty,0.220113729,0,before 2015,0,0,10238,13000,sedan,0,0,16,5,1
1647,male,high school,upper class,0.545340699,0,after 2015,1,1,10238,11000,sedan,0,0,62,0,1
1648,female,university,upper class,0.691968396,1,before 2015,0,1,92101,10000,sedan,1,0,50,19,0
1649,male,high school,middle class,0.229275363,1,before 2015,1,1,32765,8000,sedan,3,2,31,18,0
1650,female,university,working class,0.605370052,1,before 2015,1,0,10238,11000,sedan,0,0,17,1,1
1651,male,high school,poverty,0.359070807,1,before 2015,0,0,10238,17000,sedan,0,0,19,1,0
1652,male,high school,upper class,0.598089534,1,before 2015,1,1,32765,8000,sedan,0,0,75,0,1
1653,female,university,upper class,0.660849034,1,after 2015,1,0,32765,10000,sedan,5,4,60,29,0
1654,female,high school,upper class,0.662197082,1,after 2015,0,0,10238,12000,sedan,0,0,23,5,0
1655,male,none,poverty,0.376817823,1,before 2015,0,1,10238,15000,sedan,0,0,23,1,0
1656,male,high school,poverty,0.260622409,0,before 2015,0,1,32765,12000,sedan,6,0,37,12,0
